172.64.146.245,4,4,0.00,108.27,0.00
154.84.24.127,4,4,0.00,109.27,0.00
104.18.232.42,4,4,0.00,114.88,0.00
172.64.153.58,4,4,0.00,117.17,0.00
104.18.150.253,4,4,0.00,117.53,0.00
190.93.245.89,4,4,0.00,117.91,0.00
104.17.207.28,4,4,0.00,118.39,0.00
104.19.211.129,4,4,0.00,119.34,0.00
104.17.204.216,4,4,0.00,119.62,0.00
104.19.223.203,4,4,0.00,119.70,0.00
104.18.161.89,4,4,0.00,120.22,0.00
104.25.247.153,4,4,0.00,120.32,0.00
104.19.216.188,4,4,0.00,120.42,0.00
104.18.147.234,4,4,0.00,121.49,0.00
104.25.253.226,4,4,0.00,122.00,0.00
104.25.254.182,4,4,0.00,122.13,0.00
104.25.255.88,4,4,0.00,122.23,0.00
104.18.148.214,4,4,0.00,122.58,0.00
104.25.252.101,4,4,0.00,122.60,0.00
104.25.251.13,4,4,0.00,123.02,0.00
104.25.250.58,4,4,0.00,123.06,0.00
104.25.243.8,4,4,0.00,123.31,0.00
104.18.226.225,4,4,0.00,123.53,0.00
104.25.249.78,4,4,0.00,123.57,0.00
104.25.246.164,4,4,0.00,124.17,0.00
104.25.245.79,4,4,0.00,124.44,0.00
104.18.157.180,4,4,0.00,125.04,0.00
104.25.244.59,4,4,0.00,125.14,0.00
104.25.242.227,4,4,0.00,125.69,0.00
104.25.240.183,4,4,0.00,125.84,0.00
104.25.241.116,4,4,0.00,126.10,0.00
104.19.213.125,4,4,0.00,126.86,0.00
104.25.248.247,4,4,0.00,127.67,0.00
104.18.175.133,4,4,0.00,128.37,0.00
104.18.173.220,4,4,0.00,129.37,0.00
104.19.219.214,4,4,0.00,130.58,0.00
104.18.237.165,4,4,0.00,133.82,0.00
104.17.139.86,4,4,0.00,134.50,0.00
104.17.141.90,4,4,0.00,136.07,0.00
104.17.143.118,4,4,0.00,141.04,0.00
104.17.134.53,4,4,0.00,141.17,0.00
141.101.114.86,4,4,0.00,142.61,0.00
104.19.218.58,4,4,0.00,145.80,0.00
104.18.168.16,4,4,0.00,145.80,0.00
104.18.234.123,4,4,0.00,147.13,0.00
104.17.192.153,4,4,0.00,147.72,0.00
104.17.136.200,4,4,0.00,148.54,0.00
104.17.194.129,4,4,0.00,149.13,0.00
104.18.169.162,4,4,0.00,149.34,0.00
104.18.162.182,4,4,0.00,149.79,0.00
108.162.198.213,4,4,0.00,149.96,0.00
104.19.222.11,4,4,0.00,150.08,0.00
104.18.164.23,4,4,0.00,150.42,0.00
104.18.167.167,4,4,0.00,150.43,0.00
104.18.163.58,4,4,0.00,150.53,0.00
104.17.200.45,4,4,0.00,150.78,0.00
104.18.152.198,4,4,0.00,150.79,0.00
104.17.195.194,4,4,0.00,151.55,0.00
104.18.151.148,4,4,0.00,152.14,0.00
190.93.247.199,4,4,0.00,152.29,0.00
104.19.209.166,4,4,0.00,152.43,0.00
104.18.144.77,4,4,0.00,153.06,0.00
104.19.56.59,4,4,0.00,155.01,0.00
104.18.227.92,4,4,0.00,155.15,0.00
104.18.224.87,4,4,0.00,156.17,0.00
104.19.47.80,4,4,0.00,157.37,0.00
104.18.236.155,4,4,0.00,157.68,0.00
104.18.235.143,4,4,0.00,158.04,0.00
104.19.221.176,4,4,0.00,158.36,0.00
104.19.34.2,4,4,0.00,158.80,0.00
104.19.43.132,4,4,0.00,159.69,0.00
104.19.60.182,4,4,0.00,160.09,0.00
104.18.155.47,4,4,0.00,161.83,0.00
104.17.58.163,4,4,0.00,162.17,0.00
104.17.59.81,4,4,0.00,162.67,0.00
104.18.238.205,4,4,0.00,163.30,0.00
104.17.25.253,4,4,0.00,165.79,0.00
104.17.24.72,4,4,0.00,165.86,0.00
104.16.195.215,4,4,0.00,166.01,0.00
104.19.153.121,4,4,0.00,166.25,0.00
104.16.246.82,4,4,0.00,166.33,0.00
104.16.207.224,4,4,0.00,166.34,0.00
104.16.206.240,4,4,0.00,166.70,0.00
104.18.45.3,4,4,0.00,167.02,0.00
104.16.204.149,4,4,0.00,167.05,0.00
104.17.54.253,4,4,0.00,167.18,0.00
104.17.53.19,4,4,0.00,167.35,0.00
104.16.156.241,4,4,0.00,167.53,0.00
104.19.57.204,4,4,0.00,167.70,0.00
104.17.176.44,4,4,0.00,167.79,0.00
104.17.52.86,4,4,0.00,167.84,0.00
104.16.152.133,4,4,0.00,168.09,0.00
104.18.35.111,4,4,0.00,168.20,0.00
104.17.28.79,4,4,0.00,168.21,0.00
104.17.133.171,4,4,0.00,168.37,0.00
104.16.153.122,4,4,0.00,168.52,0.00
104.17.174.202,4,4,0.00,168.63,0.00
104.17.172.1,4,4,0.00,168.80,0.00
104.17.173.182,4,4,0.00,169.37,0.00
104.17.128.175,4,4,0.00,169.49,0.00
104.16.199.248,4,4,0.00,169.95,0.00
104.17.163.171,4,4,0.00,170.19,0.00
104.17.164.116,4,4,0.00,170.25,0.00
104.17.157.94,4,4,0.00,170.27,0.00
104.17.167.143,4,4,0.00,170.31,0.00
104.17.154.13,4,4,0.00,170.64,0.00
104.19.156.110,4,4,0.00,170.84,0.00
104.17.142.235,4,4,0.00,170.93,0.00
104.18.225.163,4,4,0.00,171.05,0.00
104.16.200.106,4,4,0.00,171.06,0.00
162.159.60.249,4,4,0.00,171.59,0.00
104.16.193.103,4,4,0.00,171.72,0.00
104.17.149.16,4,4,0.00,171.83,0.00
104.17.117.229,4,4,0.00,173.68,0.00
104.17.121.240,4,4,0.00,173.80,0.00
104.19.144.95,4,4,0.00,173.97,0.00
104.17.119.46,4,4,0.00,174.00,0.00
104.17.111.246,4,4,0.00,174.23,0.00
104.17.20.239,4,4,0.00,174.27,0.00
104.17.126.78,4,4,0.00,174.30,0.00
104.17.17.143,4,4,0.00,174.40,0.00
104.17.120.20,4,4,0.00,174.56,0.00
104.17.107.161,4,4,0.00,174.59,0.00
104.17.109.112,4,4,0.00,174.70,0.00
104.18.44.32,4,4,0.00,174.78,0.00
104.16.249.40,4,4,0.00,175.17,0.00
104.17.148.195,4,4,0.00,176.26,0.00
104.17.48.209,4,4,0.00,176.36,0.00
104.19.215.91,4,4,0.00,176.62,0.00
104.17.202.81,4,4,0.00,176.63,0.00
198.41.208.105,4,4,0.00,176.78,0.00
172.64.159.91,4,4,0.00,176.95,0.00
172.64.157.162,4,4,0.00,177.27,0.00
104.19.154.201,4,4,0.00,177.43,0.00
104.16.245.67,4,4,0.00,178.20,0.00
104.17.187.219,4,4,0.00,178.31,0.00
104.17.156.124,4,4,0.00,178.41,0.00
104.16.243.180,4,4,0.00,178.57,0.00
104.18.239.152,4,4,0.00,178.65,0.00
104.19.159.158,4,4,0.00,179.19,0.00
